base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.9719105452886372,0.7047524351553954,0.9407684788715375,34.00772690576149,0.07129404540318804,38.62791556693774,77.19377260999505,48.205133550705966,1100.5197900879261,9.431853215692243,48.01775890004677,7.156527164099902,0.667771,100,100,95.5653703212738,1
