base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.9319488779332252,0.7679308815663453,0.619327301677713,15.444070984909336,0.09724457959412856,9.961738093647753,27.56264964212015,5.657117808425409,1566.5819693907822,34.85295057787691,49.0644526293524,2.357645128433832,0.697803,100,100,112.14443778991699,2
