base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.9748942083053871,0.5379569732479144,0.7738152912832945,22.222578373910384,0.08686653101251941,45.28480417196313,33.33803912715971,7.788441773682184,1011.1069814952599,13.95323881072914,1.9376568779133796,21.633633898223337,0.659452013818505,100,100,533.604770898819,0
