base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.9619578064557317,0.632102058040036,0.8266761495844814,9.03145569681697,0.08344112350403728,12.015492553539946,27.503485907557415,3.654114249899365,1124.847223209827,39.792743593110735,41.80326033284098,9.029459060661985,0.7405765599788049,100,100,519.1410670280457,0
