base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.9668979207356878,0.6677869476486027,0.8309632452065772,2.5914551632802096,0.09674580954344696,14.41617581149166,55.973468804376886,35.36867938024132,1764.6911329791958,18.293104004881915,47.275835563150146,31.117119806867645,0.575181,100,100,489.47054171562195,1
