base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.981728582376289,0.8796616182523762,0.6574648211659404,39.51670717662371,0.08725848953651992,28.097490875458103,33.86114105406682,19.364081915934467,1814.396472782893,1.7219703157439592,10.606962641287526,12.375625499951502,0.5634537829365496,100,100,282.19340324401855,1
