base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.988501115058331,0.538285089276882,0.5242425971224469,24.47562262007122,0.08930621699441528,48.07594318388283,83.56049128343348,29.708281986063643,1299.6251074434367,23.292485558986233,29.29439036223976,1.3306616190056793,0.575256263245531,100,100,359.36542081832886,2
