base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.7672332620279657,0.5805178945555003,0.8650711743070658,1.9096308707832688,0.0687069635224205,3.312574387832851,54.718231402525554,16.023707574380452,186.3537847073771,1.0572626353171355,12.893415236560235,9.18865903978419,0.757258,100,100,123.13938522338867,0
