base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.6690570845191895,0.8680565475801929,0.5967863200402169,5.243357662475723,0.07699250139328428,35.320540083468046,6.2480477116748325,41.29777044557456,1204.142601492165,33.06031187549377,1.3529752056147204,44.68568539334166,0.679174375,100,100,697.3666641712189,0
