base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.9304443624908685,0.9498071125870935,0.9867286475983793,0.937478720711793,0.0859265160943379,7.371465163062968,13.229684471037404,1.088340599193201,311.14791847843594,12.01358832041527,46.588387100060494,15.666540601115372,0.613136875,100,100,537.4621803760529,2
