base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.5016071486776783,0.9123195801140698,0.5280044127151379,2.128158343326886,0.09888067127625605,2.5464541728921763,41.746017786093766,16.005362096260882,473.53277854242197,8.444478727262277,24.86630470318972,4.8098853132974,0.6915459597811868,100,100,327.6302065849304,2
