base_score,colsample_bylevel,colsample_bytree,gamma,learning_rate,max_delta_step,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,scale_pos_weight,target,init_points,n_iter,time,split
0.9126898961015367,0.7608039588178142,0.6293290916205002,0.0,0.08247743523991236,33.79031424944956,41.58367064899566,19.30170085982932,730.5058840952745,40.81344168821839,31.97343159969337,5.324959624047199,0.634251156397303,100,100,292.7732515335083,1
